MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20230905,01129,Washington County,AL,0.00,100.00,71.09,5.59,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01129,Washington County,AL,0.00,100.00,100.00,5.59,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01129,Washington County,AL,0.00,100.00,14.64,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01129,Washington County,AL,77.82,22.18,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01129,Washington County,AL,98.21,1.79,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01129,Washington County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01131,Wilcox County,AL,0.00,100.00,100.00,98.06,0.00,0.00,2023-11-14,2023-11-20,1
20231107,01131,Wilcox County,AL,0.00,100.00,100.00,90.17,0.00,0.00,2023-11-07,2023-11-13,1
20231031,01131,Wilcox County,AL,0.00,100.00,100.00,41.62,0.00,0.00,2023-10-31,2023-11-06,1
20231024,01131,Wilcox County,AL,0.00,100.00,100.00,43.01,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01131,Wilcox County,AL,0.00,100.00,100.00,7.40,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01131,Wilcox County,AL,0.00,100.00,100.00,95.72,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01131,Wilcox County,AL,0.00,100.00,100.00,0.01,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01131,Wilcox County,AL,0.00,100.00,41.79,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01131,Wilcox County,AL,0.00,100.00,41.79,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01131,Wilcox County,AL,19.33,80.67,26.99,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01131,Wilcox County,AL,26.25,73.75,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01131,Wilcox County,AL,5.00,95.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01131,Wilcox County,AL,5.42,94.58,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01131,Wilcox County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20231114,01133,Winston County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-14,2023-11-20,1
20231107,01133,Winston County,AL,0.00,100.00,100.00,100.00,100.00,0.00,2023-11-07,2023-11-13,1
20231031,01133,Winston County,AL,0.00,100.00,100.00,100.00,99.84,0.00,2023-10-31,2023-11-06,1
20231024,01133,Winston County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,01133,Winston County,AL,0.00,100.00,100.00,100.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,01133,Winston County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,01133,Winston County,AL,0.00,100.00,100.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,01133,Winston County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,01133,Winston County,AL,0.00,100.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,01133,Winston County,AL,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,01133,Winston County,AL,86.23,13.77,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
